"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"06.07.2018","19,62","19,50","19,66","19,22","13,22M","0,28%"
"05.07.2018","19,57","19,70","19,70","19,09","17,14M","-0,21%"
"04.07.2018","19,61","19,36","19,64","19,15","10,36M","1,40%"
"03.07.2018","19,34","18,69","19,46","18,62","17,24M","4,63%"
"02.07.2018","18,48","18,32","18,55","18,26","12,96M","-0,60%"
"29.06.2018","18,59","18,40","18,68","18,22","19,56M","1,86%"
"28.06.2018","18,25","17,61","18,36","17,61","12,96M","3,41%"
"27.06.2018","17,65","17,95","18,11","17,51","15,89M","-1,62%"
"26.06.2018","17,94","18,18","18,25","17,66","19,59M","-0,54%"
"25.06.2018","18,04","18,21","18,26","17,58","22,22M","-0,15%"
"22.06.2018","18,07","18,00","18,19","17,73","26,24M","1,91%"
"21.06.2018","17,73","18,35","18,59","17,62","17,26M","-4,15%"
"20.06.2018","18,49","18,45","18,78","18,02","23,60M","2,14%"
"19.06.2018","18,11","17,08","18,36","17,06","29,07M","5,18%"
"18.06.2018","17,22","17,59","17,62","17,15","18,80M","-3,22%"
"15.06.2018","17,79","17,45","17,79","17,19","43,97M","1,78%"
"14.06.2018","17,48","18,28","18,40","17,48","33,00M","-4,06%"
"13.06.2018","18,22","18,72","18,72","17,87","18,97M","-2,04%"
"12.06.2018","18,60","18,66","18,96","18,41","15,71M","-0,26%"
"11.06.2018","18,65","19,06","19,25","18,50","13,29M","-1,89%"
"08.06.2018","19,01","19,03","19,39","18,38","26,49M","-0,87%"
"07.06.2018","19,17","19,05","19,23","18,28","28,80M","-1,77%"
"06.06.2018","19,52","19,65","20,13","19,30","18,26M","-1,67%"
"05.06.2018","19,85","20,68","20,89","19,76","20,07M","-4,81%"
"04.06.2018","20,85","20,89","21,11","20,69","13,57M","1,03%"
"01.06.2018","20,64","20,44","20,89","20,11","19,17M","2,43%"
"30.05.2018","20,15","20,24","20,60","20,09","32,46M","-0,61%"
"29.05.2018","20,27","20,51","20,79","20,17","16,83M","0,41%"
"28.05.2018","20,19","20,79","20,84","20,17","11,20M","-4,23%"
"25.05.2018","21,08","21,60","21,63","20,83","19,74M","-1,99%"
"24.05.2018","21,51","21,36","21,54","21,07","13,84M","0,16%"
"23.05.2018","21,47","21,76","21,96","21,42","15,50M","-2,63%"
"22.05.2018","22,05","21,64","22,27","21,54","19,55M","2,87%"
"21.05.2018","21,44","21,79","21,98","21,31","26,30M","-1,43%"
"18.05.2018","21,75","21,23","21,83","20,72","34,67M","0,45%"
"17.05.2018","21,65","22,46","22,53","21,65","24,29M","-4,16%"
"16.05.2018","22,59","22,22","22,70","22,10","10,04M","1,62%"
"15.05.2018","22,23","21,89","22,51","21,71","16,76M","-0,59%"
"14.05.2018","22,36","22,76","23,09","22,13","15,47M","-1,43%"
"11.05.2018","22,69","23,10","23,15","22,57","11,99M","-1,79%"
"10.05.2018","23,10","22,72","23,30","22,70","11,70M","2,01%"
"09.05.2018","22,65","22,54","22,79","22,31","10,05M","0,80%"
"08.05.2018","22,47","22,38","22,63","22,21","18,55M","-0,52%"
